System,RMSD_A
Hybrid 93 (6E7R),2.3643
Hybrid 93 (6E7R),2.3646
Hybrid 93 (6E7R),2.366
Hybrid 93 (6E7R),2.3721
Hybrid 93 (6E7R),2.3853
Hybrid 93 (6E7R),2.3908
Hybrid 93 (6E7R),2.3924
Hybrid 93 (6E7R),2.3932
Hybrid 93 (6E7R),2.4046
Hybrid 93 (6E7R),2.4232
Hybrid 93 (6E7R),2.4278
Hybrid 93 (6E7R),2.4324
Hybrid 93 (6E7R),2.4357
Hybrid 93 (6E7R),2.4409
Hybrid 93 (6E7R),2.442
Hybrid 93 (6E7R),2.4493
Hybrid 93 (6E7R),2.4667
Hybrid 93 (6E7R),2.4679
Hybrid 93 (6E7R),2.47
Hybrid 93 (6E7R),2.4803
Hybrid 93 (6E7R),2.525
Hybrid 93 (6E7R),2.535
Hybrid 93 (6E7R),2.5378
Hybrid 93 (6E7R),2.5514
Hybrid 93 (6E7R),2.5623
Hybrid 93 (6E7R),2.597
Hybrid 93 (6E7R),2.6015
Hybrid 93 (6E7R),2.6082
Hybrid 93 (6E7R),2.6298
Hybrid 93 (6E7R),2.6406
Hybrid 93 (6E7R),2.6925
Hybrid 93 (6E7R),2.7101
Hybrid 93 (6E7R),2.7614
Hybrid 93 (6E7R),2.7691
Hybrid 93 (6E7R),2.7716
Hybrid 93 (6E7R),2.7798
Hybrid 93 (6E7R),2.8508
Hybrid 93 (6E7R),2.8523
Hybrid 93 (6E7R),2.8582
Hybrid 93 (6E7R),2.8702
Hybrid 93 (6E7R),2.9786
Hybrid 93 (6E7R),2.9955
Hybrid 93 (6E7R),3.0657
Hybrid 93 (6E7R),3.0664
Hybrid 93 (6E7R),3.1741
Hybrid 93 (6E7R),3.1941
Hybrid 93 (6E7R),3.2805
Hybrid 93 (6E7R),3.3108
Hybrid 93 (6E7R),3.3585
Hybrid 93 (6E7R),3.3643
Hybrid 93 (6E7R),3.3849
Hybrid 93 (6E7R),3.4025
Hybrid 93 (6E7R),3.442
Hybrid 93 (6E7R),3.4516
Hybrid 93 (6E7R),3.4634
Hybrid 93 (6E7R),3.4788
Hybrid 93 (6E7R),3.4812
Hybrid 93 (6E7R),3.4812
Hybrid 93 (6E7R),3.4859
Hybrid 93 (6E7R),3.5258
Hybrid 93 (6E7R),3.6044
Hybrid 93 (6E7R),3.6055
Hybrid 93 (6E7R),3.6233
Hybrid 93 (6E7R),3.645
Hybrid 93 (6E7R),3.6532
Hybrid 93 (6E7R),3.6802
Hybrid 93 (6E7R),3.6858
Hybrid 93 (6E7R),3.7522
Hybrid 93 (6E7R),3.8325
Hybrid 93 (6E7R),3.8384
Hybrid 93 (6E7R),3.8595
Hybrid 93 (6E7R),3.8666
Hybrid 93 (6E7R),3.8741
Hybrid 93 (6E7R),3.9501
Hybrid 93 (6E7R),3.9523
Hybrid 93 (6E7R),4.0348
Hybrid 93 (6E7R),4.0665
Hybrid 93 (6E7R),4.0675
Hybrid 93 (6E7R),4.0679
Hybrid 93 (6E7R),4.0681
Hybrid 93 (6E7R),4.1199
Hybrid 93 (6E7R),4.1406
Hybrid 93 (6E7R),4.2056
Hybrid 93 (6E7R),4.2162
Hybrid 93 (6E7R),4.2265
Hybrid 93 (6E7R),4.2375
Hybrid 93 (6E7R),4.2397
Hybrid 93 (6E7R),4.2493
Hybrid 93 (6E7R),4.2618
Hybrid 93 (6E7R),4.2725
Hybrid 93 (6E7R),4.2826
Hybrid 93 (6E7R),4.2865
Hybrid 93 (6E7R),4.3155
Hybrid 93 (6E7R),4.3168
Hybrid 93 (6E7R),4.3564
Hybrid 93 (6E7R),4.3628
Hybrid 93 (6E7R),4.3636
Hybrid 93 (6E7R),4.4156
Hybrid 93 (6E7R),4.4226
Hybrid 93 (6E7R),4.4364
Hybrid 93 (6E7R),4.4516
Hybrid 93 (6E7R),4.46
Hybrid 93 (6E7R),4.4643
Hybrid 93 (6E7U),1.0697
Hybrid 93 (6E7U),1.1307
Hybrid 93 (6E7U),1.1391
Hybrid 93 (6E7U),1.1751
Hybrid 93 (6E7U),1.2408
Hybrid 93 (6E7U),1.2411
Hybrid 93 (6E7U),1.2604
Hybrid 93 (6E7U),1.3134
Hybrid 93 (6E7U),1.3143
Hybrid 93 (6E7U),1.3345
Hybrid 93 (6E7U),1.3425
Hybrid 93 (6E7U),1.3469
Hybrid 93 (6E7U),1.3488
Hybrid 93 (6E7U),1.393
Hybrid 93 (6E7U),1.3975
Hybrid 93 (6E7U),1.413
Hybrid 93 (6E7U),1.4223
Hybrid 93 (6E7U),1.4265
Hybrid 93 (6E7U),1.4442
Hybrid 93 (6E7U),1.4457
Hybrid 93 (6E7U),1.4828
Hybrid 93 (6E7U),1.5089
Hybrid 93 (6E7U),1.5495
Hybrid 93 (6E7U),1.6668
Hybrid 93 (6E7U),1.7855
Hybrid 93 (6E7U),1.8093
Hybrid 93 (6E7U),1.8128
Hybrid 93 (6E7U),1.8343
Hybrid 93 (6E7U),1.8812
Hybrid 93 (6E7U),1.922
Hybrid 93 (6E7U),1.9259
Hybrid 93 (6E7U),1.9346
Hybrid 93 (6E7U),2.4852
Hybrid 93 (6E7U),2.5868
Hybrid 93 (6E7U),2.6404
Hybrid 93 (6E7U),2.9433
Hybrid 93 (6E7U),2.9719
Hybrid 93 (6E7U),3.0112
Hybrid 93 (6E7U),3.0482
Hybrid 93 (6E7U),3.0713
Hybrid 93 (6E7U),3.0967
Hybrid 93 (6E7U),3.1369
Hybrid 93 (6E7U),3.1673
Hybrid 93 (6E7U),3.2015
Hybrid 93 (6E7U),3.212
Hybrid 93 (6E7U),3.266
Hybrid 93 (6E7U),3.3227
Hybrid 93 (6E7U),3.4153
Hybrid 93 (6E7U),3.529
Hybrid 93 (6E7U),3.7121
Hybrid 93 (6E7U),3.7299
Hybrid 93 (6E7U),3.7363
Hybrid 93 (6E7U),3.7662
Hybrid 93 (6E7U),3.817
Hybrid 93 (6E7U),3.9209
Hybrid 93 (6E7U),3.9567
Hybrid 93 (6E7U),4.0413
Hybrid 93 (6E7U),4.1251
Hybrid 93 (6E7U),4.18
Hybrid 93 (6E7U),4.1968
Hybrid 93 (6E7U),4.2858
Hybrid 93 (6E7U),4.3838
Hybrid 93 (6E7U),4.3998
Hybrid 93 (6E7U),4.4191
Hybrid 93 (6E7U),4.4271
Hybrid 93 (6E7U),4.4401
Hybrid 93 (6E7U),4.46
Hybrid 93 (6E7U),4.4811
Hybrid 93 (6E7U),4.489
Hybrid 93 (6E7U),4.4904
Hybrid 93 (6E7U),4.4915
Hybrid 93 (6E7U),4.5028
Hybrid 93 (6E7U),4.543
Hybrid 93 (6E7U),4.5596
Hybrid 93 (6E7U),4.6285
Hybrid 93 (6E7U),4.6325
Hybrid 93 (6E7U),4.6344
Hybrid 93 (6E7U),4.6425
Hybrid 93 (6E7U),4.7009
Hybrid 93 (6E7U),4.7242
Hybrid 93 (6E7U),4.7473
Hybrid 93 (6E7U),4.7676
Hybrid 93 (6E7U),4.7847
Hybrid 93 (6E7U),4.7866
Hybrid 93 (6E7U),4.7912
Hybrid 93 (6E7U),4.8011
Hybrid 93 (6E7U),4.8395
Hybrid 93 (6E7U),4.8397
Hybrid 93 (6E7U),4.847
Hybrid 93 (6E7U),4.8562
Hybrid 93 (6E7U),4.872
Hybrid 93 (6E7U),4.8735
Hybrid 93 (6E7U),4.8853
Hybrid 93 (6E7U),4.8881
Hybrid 93 (6E7U),4.897
Hybrid 93 (6E7U),4.8977
